姓名,
弗朗索瓦·安德烈·丹尼根·菲利多尔,
安东尼奥·索勒,
弗朗蒂舍克·克萨韦尔·杜舍克,
弗朗蒂舍克·布里克西,
约瑟夫·海顿,
约翰·克里斯托弗·弗里德里希·巴赫,
弗朗索瓦·约瑟夫·戈塞克,
约翰·克里斯蒂安·巴赫,
约翰·格奥尔格·阿尔布雷希茨贝格,
米歇尔·海顿,
约瑟夫·米斯利维切克,
赫歇尔,
卡尔·冯·迪特斯多夫,
约翰·巴蒂斯特·万哈尔,
乔万尼·帕伊谢洛,
路易吉·博凯里尼,
卡尔·斯塔米茨,
列奥波德·科策卢,
多米尼科·奇马罗萨,
安东尼奥·罗塞蒂,
安东·斯塔米茨,
安东尼奥·萨列里,
德米特里·斯捷潘诺维奇·博尔特尼扬斯基,
穆齐奥·克莱门蒂,
比森特·马丁·索勒,
约瑟夫·马丁·克劳斯,
沃尔夫冈·阿马德乌斯·莫扎特,
帕维尔·弗拉尼茨基,
伊格纳兹·普莱耶尔,
弗朗兹·克罗默尔,
扬·拉迪斯拉夫·杜舍克,
路易吉·凯鲁比尼,
安东宁·弗拉尼茨基,
弗朗兹·但齐,
阿达尔伯特·吉罗维茨,
雅各布·扬·莱巴,
弗朗兹·克萨韦尔·苏斯迈尔,
路德维希·范·贝多芬,
安东·雷哈,
路易·斐迪南,
瓦茨拉夫·托马谢克,
克里斯托弗·欧内斯特·弗里德里希·韦瑟,
弗朗索瓦·阿德里安·布瓦尔迪厄,
若昂·多明戈斯·邦滕波,
伯恩哈德·亨里克·克鲁赛尔,
约翰·尼波默克·胡梅尔,
费尔南多·索尔,
安东·迪亚贝利,
丹尼尔·奥柏,
约翰·菲尔德,
尼可罗·帕格尼尼,
乔治·翁斯洛,
费迪南德·里斯,
路易斯·施波尔,
弗里德里希·卡尔克布雷纳,
弗里德里希·库劳,
卡尔·马利亚·冯·韦伯,
胡安·克里索斯托莫·阿里亚加,
卡尔·车尔尼,
费迪南·埃罗尔德,
贾科莫·梅耶贝尔,
扬·瓦茨拉夫·沃日谢克,
弗朗兹·克萨韦尔·沃尔夫冈·莫扎特,
焦阿基诺·罗西尼,
伊格纳兹·莫谢莱斯,
海因里希·马施纳,
弗朗兹·贝瓦尔德,
卡尔·勒韦,
葛塔诺·多尼采蒂,
弗朗茨·舒伯特,
雅克·弗洛蒙塔尔·阿莱维,
温琴佐·贝利尼,
扬·卡利沃达,
约瑟夫·兰纳,
阿尔伯特·洛尔青,
夏尔·德·贝里奥,
阿道夫·亚当,
埃克托·柏辽兹,
费迪南德·拜厄,
米哈伊尔·伊万诺维奇·格林卡,
老约翰·施特劳斯,
约翰·彼得·埃米琉斯·哈特曼,
范妮·门德尔松,
胡安·克里索斯托莫·阿里亚加,
弗里德里希·布尔格缪勒,
迈克尔·威廉·巴尔夫,
费利克斯·门德尔松·巴托尔迪,
诺伯特·布尔格缪勒,
弗雷德里克·肖邦,
艾凯尔·费伦茨,
奥托·尼古拉,
罗伯特·舒曼,
费迪南·希勒,
李斯特·费伦茨,
昂布鲁瓦·托马,
弗里德里希·冯·弗洛托,
西吉斯蒙德·塔尔贝格,
夏尔·瓦朗坦·阿尔康,
亚历山大·谢尔盖耶维奇·达尔戈梅日斯基,
威廉·亨利·弗赖,
斯蒂芬·海勒,
朱塞佩·威尔第,
理查德·瓦格纳,
海因里希·威尔海姆·恩斯特,
阿道夫·冯·亨泽尔特,
罗伯特·福尔克曼,
安托万·弗朗索瓦·马蒙泰尔,
尼尔斯·加德,
夏尔·古诺,
夏尔·路易·哈农,
斯坦尼斯拉夫·莫纽什科,
雅克·奥芬巴赫,
克拉拉·舒曼,
弗兰兹·冯·苏佩,
亨利·维厄当,
乔瓦尼·博泰西尼,
塞扎尔·弗兰克,
约阿希姆·拉夫,
爱德华·拉罗,
安东·布鲁克纳,
彼得·科内利乌斯,
卡尔·赖内克,
贝多伊齐·斯美塔那,
小约翰·施特劳斯,
路德维希·明库斯,
史蒂芬·福斯特,
约瑟夫·施特劳斯,
沃尔德马尔·巴吉尔,
路易斯·莫罗·戈特沙尔克,
安东·格里戈里耶维奇·鲁宾斯坦,
卡尔·戈德马克,
提奥多·莱谢蒂茨基,
萨洛蒙·雅达松,
约阿希姆,
伊万·扎伊茨,
鲍罗廷,
约翰内斯·勃拉姆斯,
特克拉·巴达捷夫斯卡·巴拉诺夫斯卡,
彼得·伯努瓦,
策扎尔·安东诺维奇·居伊,
费利克斯·德莱塞克,
尼古莱·格里戈里耶维奇·鲁宾斯坦,
卡米尔·圣桑,
爱德华·施特劳斯,
亨里克·维尼亚夫斯基,
莱奥·德利布,
米利·阿列克谢耶维奇·巴拉基列夫,
提奥多·杜布瓦,
亚历山大·吉尔芒,
乔治·比才,
马克斯·布鲁赫,
卡尔·尤利耶维奇·达维多夫,
莫杰斯特·彼得罗维奇·穆索尔斯基,
约翰·诺尔斯·佩因,
约瑟夫·赖因贝格尔,
赫尔曼·格茨,
约翰·斯文森,
彼得·伊里奇·柴可夫斯基,
艾曼纽·夏布里耶,
安东宁·德沃夏克,
费利佩·佩德雷尔,
乔万尼·斯甘巴蒂,
阿里格·博伊托,
儒勒·马斯内,
阿瑟·萨利文,
爱德华·格里格,
阿斯格尔·哈梅里克,
海因里希·冯·赫尔佐根伯格,
大卫·波佩尔,
尼古拉·安德烈耶维奇·里姆斯基·科萨科夫,
帕布罗·德·萨拉萨蒂,
夏尔·玛丽·魏多,
加布里埃尔·佛瑞,
齐格蒙特·诺斯科夫斯基,
阿加特·巴克·格伦达尔,
罗伯特·富克斯,
亨利·迪帕克,
休伯特·帕里,
本杰明·戈达,
兹德涅克·菲比赫,
克萨韦尔·沙尔文卡,
樊尚·丹第,
汉斯·胡伯,
弗朗西斯科·塔雷加,
查尔斯·维利尔斯·斯坦福,
阿瑟·富特,
安德烈·梅萨热,
乔治·查德威克,
恩格尔贝特·洪佩尔丁克,
莱奥什·雅纳切克,
莫里茨·莫什科夫斯基,
约翰·菲利普·苏沙,
欧内斯特·肖松,
阿纳托利·康斯坦丁诺维奇·利亚多夫,
尤利乌斯·伦特根,
罗伯特·卡亚努斯,
朱塞佩·马尔图齐,
克里斯蒂安·辛丁,
谢尔盖·伊万诺维奇·塔涅耶夫,
塞西莉·夏米娜德,
爱德华·埃尔加,
鲁杰罗·莱翁卡瓦洛,
埃塞尔·史密斯,
贾科莫·普契尼,
汉斯·罗特,
欧仁·伊萨伊,
约瑟夫·博胡斯拉夫·费尔斯特,
米哈伊尔·米哈伊洛维奇·伊波里托夫·伊凡诺夫,
尤利乌斯·克伦格尔,
谢尔盖·米哈伊洛维奇·利亚普诺夫,
伊萨克·阿尔贝尼斯,
古斯塔夫·夏庞蒂埃,
爱德华·麦克道威尔,
古斯塔夫·马勒,
伊格纳奇·扬·帕德雷夫斯基,
艾米尔·冯·雷兹尼切克,
胡戈·沃尔夫,
安东·斯蒂凡诺维奇·阿连斯基,
乔治·利沃维奇·卡托瓦,
斯皮罗·萨马拉斯,
路德维希·图伊勒,
莱昂·波尔曼,
阿希尔·克洛德·德彪西,
弗雷德里克·戴留斯,
莫里斯·埃马努埃尔,
阿尔丰斯·迪彭布罗克,
阿图尔·德·赫里夫,
阿尔伯托·威廉斯,
皮埃特罗·马斯卡尼,
霍雷肖·帕克,
加布里埃尔·皮尔纳,
费利克斯·魏因加特纳,
欧根·达尔伯特,
路易斯·格拉斯,
亚历山大·蒂洪诺维奇·格列恰尼诺夫,
约翰·哈尔沃森,
居伊·罗帕茨,
理查德·施特劳斯,
保罗·杜卡,
亚历山大·康斯坦丁诺维奇·格拉祖诺夫,
阿尔伯里克·马尼亚尔,
卡尔·尼尔森,
让·西贝柳斯,
达尔克罗兹,
费卢西奥·布索尼,
瓦西里·谢尔盖耶维奇·卡林尼科夫,
埃里克·萨蒂,
保罗·林克,
艾米·比奇,
翁贝托·焦尔达诺,
恩里克·格拉纳多斯,
夏尔·凯什兰,
慕葵,
威尔海姆·彼得森·伯格,
格兰维尔·班托克,
奥斯卡·梅利康托,
胡文蒂诺·罗萨斯,
马克斯·冯·席林斯,
若热·维阿纳·达·莫塔,
阿尔弗雷德·希尔,
汉斯·普菲茨纳,
阿尔伯特·鲁塞尔,
齐格弗里德·瓦格纳,
利奥波德·戈多夫斯基,
弗朗兹·莱哈尔,
纪尧姆·勒克,
维捷斯拉夫·诺瓦克,
弗洛朗·施米特,
奥斯卡·施特劳斯,
夏尔·图内米尔,
路易·维尔纳,
亚历山大·冯·策姆林斯基,
胡戈·阿尔芬,
亚历山大·尼古拉耶维奇·斯克里亚宾,
德奥达·德·塞弗拉克,
威尔海姆·斯丹哈默,
谢尔盖·尼基弗若维奇·瓦西连科,
雷夫·佛汉·威廉斯,
约瑟夫·戎冈,
谢尔盖·瓦西里耶维奇·拉赫玛尼诺夫,
马克斯·雷格,
尼古拉·尼古拉耶维奇·切列普宁,
雷纳尔多·哈恩,
古斯塔夫·霍尔斯特,
查理斯·艾伍士,
弗朗兹·施密特,
阿诺德·勋伯格,
约瑟夫·苏克,
莱因霍尔德·莫里采维奇·格里埃尔,
阿尔伯特·凯特尔比,
弗里茨·克莱斯勒,
埃尔基·梅拉尔丁,
莫里斯·拉威尔,
理查德·魏茨,
帕布罗·卡萨尔斯,
曼努埃尔·德·法雅,
米奇斯拉夫·卡洛维茨,
卡尔·拉格尔斯,
艾曼诺·沃尔夫·费拉里,
谢尔盖·爱德华铎维奇·波特凯维茨,
多赫南伊·埃尔诺,
齐格弗里德·卡格·埃勒特,
安德烈·卡普莱,
塞利姆·帕姆格伦,
弗朗兹·施雷克尔,
弗兰克·布里奇,
约瑟夫·康特卢布,
让·克哈斯,
汉密尔顿·哈蒂,
约翰·艾尔兰,
奥托里诺·雷斯庇基,
欧内斯特·布洛赫,
约翰·福尔兹,
尼古拉·卡尔洛维奇·梅特纳,
伊尔代布兰多·皮泽蒂,
巴托克·贝拉,
乔治·埃内斯库,
尼古拉·雅科夫列维奇·米亚斯科夫斯基,
尼古拉·安德烈耶维奇·罗斯拉维茨,
帕西·葛人杰,
约瑟夫·马蒂亚斯·豪尔,
柯达伊·佐尔丹,
吉安·弗朗切斯科·马利皮耶罗,
约瑟夫·马克思,
曼努埃尔·庞塞,
伊戈尔·费奥多罗维奇·斯特拉文斯基,
卡罗尔·席曼诺夫斯基,
华金·图里纳,
路易吉·鲁索洛,
阿诺德·巴克斯,
阿尔弗雷多·卡塞拉,
马诺利斯·卡洛米里斯,
埃德加·瓦雷兹,
安东·韦伯恩,
鲍里斯·弗拉迪米罗维奇·阿萨菲耶夫,
约克·鲍文,
查尔斯·格里费斯,
奥古斯丁·巴里奥斯,
阿尔班·贝尔格,
马塞尔·迪普雷,
威廉·富特文格勒,
奥特马·舍克,
山田耕筰,
库特·阿特伯格,
娜迪亚·布朗热,
莱维·马代托亚,
恩斯特·托赫,
法尔泰因·瓦伦,
海托尔·维拉·罗伯斯,
路易·迪雷,
雅克·伊贝尔,
弗兰克·马丁,
博胡斯拉夫·马尔蒂努,
阿瑟·布利斯,
谢尔盖·谢尔盖耶维奇·普罗科菲耶夫,
阿尔蒂尔·奥涅格,
达律斯·米约,
热尔梅娜·塔耶芙尔,
让·阿布西尔,
阿瑟·本杰明,
莉莉·布朗热,
阿洛伊斯·哈巴,
乌埃德·兰戛尔,
阿尔·梅利康托,
费德里科·蒙波,
威廉·皮佩尔,
瓦尔特·辟斯顿,
埃尔文·舒尔霍夫,
彼得·沃洛克,
马里奥·卡斯泰尔诺沃·泰代斯科,
雅科夫·戈托瓦茨,
保罗·欣德米特,
埃内斯托·莱库纳,
鲍里斯·米克拉约夫维奇·利亚托申斯基,
卡尔·奥尔夫,
罗伯托·格哈德,
霍华德·汉森,
罗杰·塞欣斯,
维吉尔·汤姆森,
雅罗米尔·魏因贝格尔,
亨利·考埃尔,
埃里希·科恩戈尔德,
弗朗西斯科·米戈农,
哈拉尔·萨弗鲁德,
亚历山大·汤斯曼,
汉斯·艾斯勒,
乔治·格什温,
罗伊·哈里斯,
维克托·乌尔曼,
乔治·奥里克,
卡洛斯·查维斯,
帕维尔·哈斯,
琼·莱夫斯,
弗朗西斯·普朗克,
西尔维斯特里·雷维尔塔斯,
亚历山大·尼古拉耶维奇·齐尔品,
潘乔·弗拉季格罗夫,
阿隆·科普兰,
乌诺·克拉米,
恩斯特·克热内克,
亚历山大·瓦西里耶维奇·莫索洛夫,
阿马德奥·罗尔丹,
寇特·威尔,
霍亚金·罗德利果,
埃德蒙·鲁布拉,
莫里斯·迪吕弗莱,
维沙翁·雅科夫列维奇·舍巴林,
威廉·沃尔顿,
贺绿汀,
阿拉姆·哈恰图良,
路易吉·达拉皮科拉,
巴里斯·德瓦利奥纳斯,
桥本国彦,
黄自,
德米特里·鲍里索维奇·卡巴列夫斯基,
尼科斯·斯卡尔科塔斯,
卡尔·阿玛德乌斯·哈特曼,
安德烈·若利韦,
迈克尔·蒂皮特,
爱德华·图宾,
冼星海,
亚历杭德罗·加西亚·卡图尔拉,
德米特里·德米特里耶维奇·肖斯塔科维奇,
莫扎特·卡马戈·瓜尼埃里,
罗饶·米克罗斯,
艾赫迈德·阿德南·赛贡,
艾略特·卡特,
奥利维埃·梅西安,
朱利安·亚历山德罗维奇·斯克里亚宾,
盖尔·特维特,
格拉奇娜·巴切维茨,
沃恩·霍尔姆波,
塞缪尔·巴伯,
江文也,
威廉·舒曼,
耶罕·阿兰,
阿兰·霍夫哈奈斯,
陈泗治,
吉安·卡洛·梅诺蒂,
阿兰·佩特森,
尼诺·罗塔,
丁善德,
约翰·凯吉,
卡洛斯·瓜斯塔维诺,
马思聪,
伊戈尔·鲍里索维奇·马克维奇,
本杰明·布里顿,
吉洪·尼古拉耶维奇·赫连尼科夫,
维托尔德·卢托斯瓦夫斯基,
阿列克谢·马恰瓦里阿尼,
诺曼·德洛乔伊奥,
乔治·劳埃德,
早坂文雄,
伊福部昭,
威廉·劳埃德·韦伯,
安德热·帕努夫尼克,
大卫·戴蒙德,
维捷斯拉娃·卡普拉洛娃,
格奥尔基·瓦西里耶维奇·斯维里多夫,
马塞尔·兰多夫斯基,
道格拉斯·利尔本,
色姆布·贡其格苏姆拉,
乔治·珀尔,
文森特·佩尔西凯蒂,
米尔顿·巴比特,
艾纳·恩格伦德,
阿尔伯托·希纳斯特拉,
亨利·杜替耶,
卢·哈里森,
尹伊桑,
伦纳德·伯恩斯坦,
贝尔恩德·阿洛伊斯·齐默尔曼,
毕力格·达木丁苏伦,
李焕之,
鲁布桑扎布·穆尔道尔吉,
加琳娜·伊万诺芙娜·乌斯特沃尔斯卡娅,
米奇斯瓦夫·魏因贝格,
拉维·香卡,
亚历山大·格里戈里耶维奇·阿鲁秋年,
厄尔·金,
布鲁诺·马代尔纳,
郭芝苑,
马尔康·亚诺,
约纳斯·科科宁,
阿斯托尔·皮亚佐拉,
卢卡斯·福斯,
伊阿尼斯·泽纳基斯,
朱践耳,
周文中,
乔治·李盖蒂,
团伊玖磨,
路易吉·诺诺,
芥川也寸志,
卢西亚诺·贝里奥,
皮埃尔·布莱兹,
鲍里斯·亚历山德罗维奇·柴可夫斯基,
米基斯·提奥多拉基斯,
莫顿·费尔德曼,
汉斯·维尔纳·亨策,
库塔格·捷尔吉,
吴祖强,
埃诺约哈尼·劳塔瓦拉,
卡尔海因茨·施托克豪森,
爱迪生·瓦西里耶维奇·杰尼索夫,
彼得·斯克尔索普,
许常惠,
安德烈·普列文,
黛敏郎,
皮埃尔·马克斯·杜布瓦,
三木稔,
武满彻,
查尔斯·卡米莱里,
埃德温·卡尔,
毛里西奥·卡赫尔,
索菲娅·阿斯戈托芙娜·古拜杜丽娜,
马尔科姆·威廉森,
沃伊切赫·基拉尔,
珀尔·纳尔戈尔,
罗季翁·康斯坦丁诺维奇·谢德林,
约翰·威廉斯,
亨里克·戈雷茨基,
一柳慧,
克里斯托弗·潘德列茨基,
何占豪,
哈里森·伯特威斯尔,
彼得·马克斯韦尔·戴维斯,
阿尔弗雷德·加里耶维奇·施尼特凯,
赫尔穆特·拉亨曼,
彼德·施格勒,
阿福·佩尔特,
特里·赖利,
奥利斯·萨利南,
拉蒙特·扬,
陈钢,
斯蒂夫·莱奇,
科内利乌斯·卡迪尤,
陈茂萱,
戴维·德尔特雷迪奇,
菲利普·格拉斯,
王西麟,
约翰·科里利亚诺,
约翰·哈比森,
萧泰然,
弗雷德里克·热夫斯基,
查尔斯·武奥里宁,
马水龙,
路易斯·安德里森,
莱奥·布劳威尔,
李泰祥,
殷承宗,
储望华,
洪靖年,
布莱恩·芬尼豪赫,
迈克尔·尼曼,
莱夫·赛格斯坦,
约翰·塔文纳,
约翰·卢特,
彼得里斯·瓦斯克斯,
约翰·库利奇·亚当斯,
安德鲁·劳埃德·韦伯,
克劳德·维维尔,
凯文·沃兰斯,
久石让,
陈其钢,
瞿小松,
奥利佛·克努森,
何训田,
卡伊娅·萨里阿霍,
宾巴苏伦·沙拉布,
沃尔夫冈·里姆,
陈怡,
周龙,
格奥尔格·弗雷德里克·哈斯,
约翰·德·梅杰,
罗伯托·西耶拉,
陈永华,
叶小纲,
苏凡凌,
郭文景,
米哈伊尔·普雷特涅夫,
谭盾,
金希文,
金莫·哈科拉,
莫五平,
陈银淑,
刘学轩,
托马斯·阿德斯,
瑟伦·尼尔斯·艾希贝尔格,
乐娃·奥尔巴克,
加百列·浦罗哥菲夫,
穆罕默德·法伊鲁兹,
丹尼尔·奥列戈维奇·特里福诺夫,
周善祥,
创建“龚天鹏”,
